longitude,latitude
1425644.414,-981504.5006
1427013.56,-978019.9365
1431840.797,-967525.9162
1432529.524,-960532.1265
1419357.764,-958087.9213
1439639.86,-953287.2499
1388918.741,-959157.0596
1421975.259,-946702.2654
1381230.875,-952228.7319
1411436.731,-945445.6101
1412368.779,-937817.7453
1420300.387,-935784.962
1402580.558,-951281.3917
1412459.263,-938846.8409
1238535.399,-167740.7959
643087.7732,11742.41562
1629740.382,132355.5149
1629740.382,132355.5149
1401685.17,-793113.4271
1218976.67,204148.2461
1218967.349,204210.3188
336683.9842,-686658.3668
338199.857,-684204.9945
307909.4403,-706488.4616
255474.6667,-593378.2431
255496.7577,-593275.4054
283852.5266,-777963.0365
1273793.926,-363748.8629
1474685.791,-150370.7071
204177.9974,-686203.578
81965.30528,-776217.9781
81965.30528,-776217.9781
870250.9961,-721602.2538
1346753.972,-1062049.283
1344380.707,-1053931.765
1335272.982,-1037608.784
1443333.836,-870682.5657
1110947.066,-121551.8708
65840.78084,-562190.6923
65251.18412,-562321.4211
597255.8229,-786655.7333
597263.3061,-786769.8598
654436.6379,-719344.8569
1898059.854,606145.6367
1898059.854,606145.6367
1898059.854,606145.6367
1898059.854,606145.6367
1898059.854,606145.6367
1898059.854,606145.6367
1342221.591,-883007.7967
1192327.645,-776261.0126
1191786.006,-746449.7765
-166581.8192,-809992.2602
-166581.8192,-809992.2602
-166514.3177,-806291.7781
-166514.3177,-806291.7781
-166507.5673,-805921.7155
-166513.6427,-806254.7723
-166406.3052,-800370.4493
277549.5194,-718353.3073
268550.1115,-722581.0298
1456721.855,-840559.7567
1425578.909,-843813.7121
1425578.909,-843813.7121
1466705.252,-832726.1557
1434400.271,-834742.9638
1463746.207,-829051.3218
1427278.167,-833801.4519
1130628.983,-749653.6681
1119148.679,-740934.7638
42995.1994,-757717.8142
42995.1994,-757717.8142
42995.1994,-757717.8142
42995.1994,-757717.8142
42995.1994,-757717.8142
42995.1994,-757717.8142
40701.08594,-755362.811
40701.08594,-755362.811
935828.7298,-720637.7829
942604.194,-708760.5585
1306537.424,-614031.4017
997816.0729,-700963.3688
156789.1371,-190298.5866
-14773.50713,-801135.7542
1306537.393,-614031.4062
1306537.393,-614031.4062
1306537.393,-614031.4062
1306537.393,-614031.4062
1306537.393,-614031.4062
694961.0074,-625183.902
693158.2958,-236078.1473
246245.1181,-563330.9924
250496.8841,-551709.5794
-173125.1991,-490630.8833
48184.302,-540552.3585
48184.302,-540552.3585
54994.42636,-535864.814
1169177.757,-279740.7879
1174190.833,-256863.793
1107983.886,-414353.1394
1040167.07,-546788.2416
1198890.667,-472916.4868
1180798.077,-630993.8301
79560.82827,-821680.5307
74991.93333,-800822.8419
-20471.76344,-774609.9069
-94983.82086,-693163.0775
-52080.50163,-693828.2821
-13246.90787,-697876.3277
62947.50491,-656692.7936
71861.3995,-665048.5797
131406.2506,-632891.5831
24779.74399,-623875.7631
-844.2042812,-575528.13
75403.35301,-532345.5428
56383.16462,-528526.6335
1116325.271,-726681.4595
1063767.392,-744180.8109
1062330.562,-744489.0304
1081213.184,-750859.8151
1113346.111,-727451.3348
1101217.195,-731085.5988
1346703.493,-663276.7589
1458974.144,-875530.4867
1577740.089,-1035928.221
1453909.781,-1036346.564
1283664.938,-609744.2284
1535011.811,-48852.34431
1535070.642,-46757.22272
1482177.904,-149059.4672
1895389.773,607866.7325
1807844.506,475564.6826
386617.8651,-432660.1518
512148.2197,161125.7983
321893.639,-694507.1549
665432.1395,-431908.4033
633977.921,-417110.339
703456.7474,-238150.7723
69974.79504,-579846.235
64611.97745,-576653.7281
-137150.2388,-517827.8657
-247419.7956,-481934.6144
-7954.589087,-677252.349
